"","filename","type","object","suffix","func","modal","preN","c_adjunct","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"71925","670_34_m1600","noun","none","ing","Pcomp","_","bare","_",0.8,1631,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"72007","671_35_m1600","verb","N","ing","adjunct","_","bare","_",0.14,1633,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"72059","672_36_m1600","verb","N","ing","adjunct","_","bare","_",0.9,1633,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"72071","673_37_m1600","verb","N","ing","adjunct","modal","bare","loc_temp",0.2,1634,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"72107","673_37_m1600","verb","N","ing","conj","_","bare","_",0.7,1634,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"72110","673_37_m1600","verb","N","ing","conj","_","bare","_",0.7,1634,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"72170","674_38_m1600","verb","PP","other","adjunct","_","bare","_",0.8,1634,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"72180","674_38_m1600","verb","N","ing","adjunct","_","bare","_",0.1,1634,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"72210","675_39_m1600","noun","PPof","ing","obj","_","det","_",0.6,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72219","675_39_m1600","noun","PPof","ing","obj","_","det","_",0.8,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72247","675_39_m1600","noun","PPof","ing","Pcomp","_","det","_",0.1,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72249","675_39_m1600","verb","N","ing","adjunct","_","bare","_",0.11,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72255","675_39_m1600","verb","N","ing","adjunct","_","bare","adv",0.11,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72258","675_39_m1600","noun","PPof","ing","Pcomp","_","det","_",0.11,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72260","675_39_m1600","verb","N","ing","adjunct","_","bare","_",0.11,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72276","675_39_m1600","verb","PP","ing","Pcomp","_","bare","_",0.12,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72280","675_39_m1600","verb","N","ing","Pcomp","_","bare","_",0.13,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72306","675_39_m1600","verb","PP","ing","adjunct","_","bare","_",0.16,1624,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Bollaschone","unspecified"
"72370","676_40_m1600","verb","N","ing","adjunct","_","bare","_",0.1,1633,"WalterScott,1stEarlofBuccleuch","male","South-East","Borders","unspecified","unspecified"
"72451","677_41_m1600","verb","clause","ing","adjunct","_","bare","_",0.1,1600,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Paris","unspecified"
"72542","678_42_m1600","verb","N","ing","adjunct","_","pos","_",0.19,1616,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Thetford","unspecified"
"72545","678_42_m1600","verb","N","ing","adjunct","_","bare","adv",0.2,1616,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Thetford","unspecified"
"72567","679_43_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1648,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Paislay","unspecified"
"72575","679_43_m1600","verb","N","ing","adjunct","_","bare","_",0.4,1648,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Paislay","unspecified"
"72578","679_43_m1600","verb","clause","ing","adjunct","_","bare","_",0.5,1648,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Paislay","unspecified"
"72582","679_43_m1600","verb","N","ing","adjunct","_","bare","_",0.5,1648,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Paislay","unspecified"
"72615","68_50_f1600","noun","PPof","ing","Pcomp","_","pos","_",0.4,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72622","68_50_f1600","verb","none","ing","adjunct","_","bare","_",0.5,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72632","68_50_f1600","noun","PP","ing","Pcomp","_","pos","_",0.7,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72637","68_50_f1600","noun","clause","ing","obj","_","indef","_",0.8,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72660","68_50_f1600","verb","clause","ing","adjunct","_","bare","_",0.13,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72676","68_50_f1600","verb","N","ing","adjunct","_","bare","_",0.15,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72679","68_50_f1600","verb","N","ing","root","_","bare","neg",0.16,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72697","68_50_f1600","verb","N","ing","adjunct","_","bare","_",0.19,1617,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"72739","680_44_m1600","noun","PP","ing","conj","_","bare","_",0.8,1648,"JamesLivingston,1stEarlofCallander","male","South-East","Lothian","Edinburgh","unspecified"
"72751","681_45_m1600","noun","PPof","ing","Pcomp","_","det","_",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","London","unspecified"
"72808","682_46_m1600","verb","N","ing","adjunct","modal","bare","adv",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72836","682_46_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72863","682_46_m1600","verb","adjp","ing","adjunct","_","bare","_",0.3,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72899","682_46_m1600","verb","none","ing","adjunct","_","bare","_",0.3,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72900","682_46_m1600","verb","N","ing","adjunct","modal","bare","_",0.4,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72906","682_46_m1600","noun","none","ing","sbj","_","bare","_",0.4,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72927","682_46_m1600","verb","N","ing","conj","_","bare","_",0.6,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72929","682_46_m1600","verb","adjp","ing","adjunct","_","bare","_",0.6,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72956","682_46_m1600","verb","PP","ing","adjunct","_","bare","_",0.7,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"72987","682_46_m1600","verb","clause","ing","adjunct","_","bare","_",0.8,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73012","682_46_m1600","verb","PP","ing","adjunct","_","bare","_",0.8,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73040","683_47_m1600","hybrid","no","ing","Pcomp","_","pos","loc_temp",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","unidentified","unspecified"
"73131","684_48_m1600","noun","PPof","ing","sbj","_","det","_",0.4,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","York","unspecified"
"73194","685_49_m1600","verb","no","ing","adjunct","_","bare","loc_temp",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73199","685_49_m1600","noun","PPof","ing","conj","_","det","_",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73202","685_49_m1600","verb","N","ing","conj","_","bare","_",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73206","685_49_m1600","verb","no","ing","conj","_","bare","_",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73215","685_49_m1600","verb","PP","ing","adjunct","_","bare","_",0.4,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73232","685_49_m1600","verb","clause","ing","adjunct","modal","bare","adv",0.8,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73252","685_49_m1600","verb","none","ing","adjunct","_","bare","_",0.11,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73260","686_50_m1600","verb","N","ing","adjunct","_","bare","_",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73262","686_50_m1600","verb","PP","ing","Pcomp","_","bare","neg",0.2,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73275","686_50_m1600","verb","N","ing","adjunct","_","bare","_",0.4,1600,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73332","687_51_m1600","verb","clause","ing","adjunct","_","bare","_",0.2,1627,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Arran","unspecified"
"73377","687_51_m1600","verb","PP","ing","Pcomp","_","bare","neg",0.6,1627,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Arran","unspecified"
"73420","688_52_m1600","verb","PP","ing","adjunct","modal","bare","_",0.4,1638,"JamesHamilton,1stDukeofHamilton","male","Central","Lanarkshire","Hamilton","unspecified"
"73517","689_53_m1600","noun","PP","ing","Pcomp","_","pos","_",0.6,1600,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","unspecified","unspecified"
"73568","689_53_m1600","noun","none","ing","Pcomp","_","indef","_",0.14,1600,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","unspecified","unspecified"
"73571","689_53_m1600","verb","N","ing","conj","_","bare","adv",0.15,1600,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","unspecified","unspecified"
"73573","689_53_m1600","verb","N","ing","conj","_","bare","_",0.15,1600,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","unspecified","unspecified"
"73584","69_51_f1600","verb","N","ing","adjunct","_","bare","_",0.2,1618,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"73650","69_51_f1600","noun","none","ing","Pcomp","_","pos","loc_temp",0.12,1618,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"73661","69_51_f1600","verb","no","ing","adjunct","_","bare","loc_temp",0.14,1618,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"73663","69_51_f1600","verb","N","ing","adjunct","_","bare","neg",0.15,1618,"AnnaHay,CountessofWinton","female","Central","Perthshire","Seton","unspecified"
"73690","690_54_m1600","noun","PP","ing","Pcomp","_","bare","_",0.2,1602,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73693","690_54_m1600","verb","N","ing","adjunct","_","bare","_",0.2,1602,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73715","690_54_m1600","noun","none","ing","Pcomp","_","pos","_",0.3,1602,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73811","690_54_m1600","verb","N","ing","adjunct","_","indef","_",0.13,1602,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73832","690_54_m1600","verb","N","ing","conj","_","bare","adv",0.15,1602,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73834","690_54_m1600","verb","N","ing","conj","_","bare","_",0.15,1602,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73858","691_55_m1600","verb","no","ing","adjunct","_","bare","_",0.2,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73872","691_55_m1600","verb","none","ing","adjunct","_","bare","_",0.2,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73877","691_55_m1600","verb","PP","ing","adjunct","_","bare","adv",0.2,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73882","691_55_m1600","verb","clause","ing","adjunct","_","bare","adv",0.2,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73914","691_55_m1600","hybrid","adjp","ing","Pcomp","_","pos","loc_temp",0.3,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73949","691_55_m1600","noun","PPof","ing","Pcomp","_","det","_",0.6,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73985","691_55_m1600","noun","PP","ing","Pcomp","_","det","_",0.12,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73986","691_55_m1600","noun","none","ing","conj","_","bare","_",0.12,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"73991","691_55_m1600","noun","PP","ing","Pcomp","_","bare","_",0.13,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74022","691_55_m1600","noun","PPof","ing","Pcomp","_","det","_",0.15,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74030","691_55_m1600","noun","none","ing","Pcomp","_","bare","_",0.15,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74039","691_55_m1600","verb","PP","ing","adjunct","_","bare","_",0.17,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74089","691_55_m1600","verb","no","ing","adjunct","modal","bare","_",0.24,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74099","691_55_m1600","verb","N","other","adjunct","_","bare","_",0.26,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74121","691_55_m1600","noun","no","ing","Pcomp","_","pos","_",0.28,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74127","691_55_m1600","verb","no","ing","adjunct","_","bare","_",0.29,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74152","691_55_m1600","verb","PP","ing","adjunct","_","bare","_",0.3,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74189","691_55_m1600","verb","clause","ing","adjunct","_","bare","neg",0.35,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74266","691_55_m1600","noun","no","ing","Pcomp","_","bare","_",0.42,1603,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74312","692_56_m1600","verb","PP","ing","adjunct","modal","bare","loc_temp",0.2,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74332","692_56_m1600","verb","clause","ing","adjunct","_","bare","_",0.3,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74400","692_56_m1600","verb","PP","ing","adjunct","_","bare","_",0.1,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74413","692_56_m1600","verb","N","ing","adjunct","_","bare","adv",0.13,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74416","692_56_m1600","verb","N","ing","adjunct","_","bare","_",0.13,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74517","693_57_m1600","noun","PPof","ing","Pcomp","_","det","_",0.8,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74523","693_57_m1600","verb","PP","ing","adjunct","modal","bare","adv",0.8,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74567","693_57_m1600","verb","N","ing","adjunct","_","bare","_",0.14,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
"74606","693_57_m1600","verb","N","ing","adjunct","_","bare","_",0.19,1605,"AlexanderSeton,1stEarlofDunfermline","male","South-East","Fife","Edinburgh","unspecified"
