"","filename","type","object","suffix","func","modal","preN","c_adjunct","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"67154","49_31_f1600","noun","none","ing","Pcomp","_","det","_",0.52,1636,"MargaretFielding,MarchionessofHamilton","female","Central","Lanarkshire","Strand","unspecified"
"67177","490_146_m1540","verb","PP","other","adjunct","_","bare","_",0.2,1546,"P.Straton","male","Unlocalised","unlocalised","PontdeLaich","unspecified"
"67217","490_146_m1540","verb","N","and","root","_","bare","_",0.9,1546,"P.Straton","male","Unlocalised","unlocalised","PontdeLaich","unspecified"
"67234","5_5_f1540","verb","N","ing","adjunct","_","bare","_",0.2,1548,"MarionHaliburton,LadyHome","female","South-East","Borders","Home","unspecified"
"67335","50_32_f1600","noun","PPof","ing","Pcomp","_","det","_",0.2,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67338","50_32_f1600","verb","PP","other","adjunct","_","bare","_",0.2,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67356","50_32_f1600","verb","PP","ing","adjunct","_","bare","_",0.6,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67391","50_32_f1600","verb","N","ing","adjunct","_","bare","_",0.13,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67394","50_32_f1600","verb","clause","ing","root","_","bare","adv",0.14,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67412","50_32_f1600","verb","N","ing","adjunct","_","bare","_",0.17,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67471","51_33_f1600","verb","none","ing","adjunct","_","bare","_",0.11,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67480","51_33_f1600","noun","PPof","ing","conj","_","det","_",0.11,1644,"AnnaFraser,CountessofSutherland","female","North","Sutherland","Dunrobin","unspecified"
"67519","52_34_f1600","verb","N","ing","root","_","bare","_",0.3,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67523","52_34_f1600","verb","N","ing","root","_","bare","adv",0.4,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67526","52_34_f1600","verb","N","ing","adjunct","_","bare","_",0.4,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67575","52_34_f1600","noun","none","ing","Pcomp","_","pos","_",0.1,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67590","52_34_f1600","noun","PPof","ing","obj","_","indef","_",0.12,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67593","52_34_f1600","noun","no","ing","Pcomp","_","pos","_",0.12,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67595","52_34_f1600","verb","N","ing","root","_","bare","_",0.13,1600,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dornoch","unspecified"
"67654","53_35_f1600","verb","clause","and","adjunct","_","indef","_",0.8,1616,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67706","54_36_f1600","verb","N","and","adjunct","_","bare","_",0.2,1617,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67898","54_36_f1600","noun","no","ing","Pcomp","_","det","_",0.28,1617,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67904","54_36_f1600","noun","none","ing","Pcomp","_","bare","_",0.29,1617,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67918","54_36_f1600","verb","PP","ing","adjunct","_","bare","_",0.31,1617,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67929","54_36_f1600","noun","none","ing","Pcomp","_","pos","_",0.35,1617,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67958","55_37_f1600","noun","none","ing","Pcomp","_","pos","_",0.4,1623,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"67973","55_37_f1600","noun","none","ing","Pcomp","_","pos","_",0.8,1623,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"68000","55_37_f1600","verb","clause","ing","adjunct","_","bare","_",0.14,1623,"JaneGordon,CountessofSutherland","female","North-East","Aberdeenshire","Dunrobin","unspecified"
"68040","56_38_f1600","verb","PP","ing","adjunct","_","bare","_",0.2,1648,"MargaretGordon","female","North","Sutherland","Dunrobin","unspecified"
"68041","56_38_f1600","noun","PP","ing","Pcomp","_","pos","_",0.2,1648,"MargaretGordon","female","North","Sutherland","Dunrobin","unspecified"
"68062","56_38_f1600","verb","clause","ing","adjunct","_","bare","_",0.6,1648,"MargaretGordon","female","North","Sutherland","Dunrobin","unspecified"
"68064","56_38_f1600","verb","N","ing","Pcomp","_","bare","_",0.6,1648,"MargaretGordon","female","North","Sutherland","Dunrobin","unspecified"
"68181","57_39_f1600","verb","N","ing","adjunct","_","bare","_",0.21,1636,"MargaretHamilton","female","Unlocalised","unlocalised","London","unspecified"
"68183","57_39_f1600","noun","none","ing","obj","_","det","_",0.21,1636,"MargaretHamilton","female","Unlocalised","unlocalised","London","unspecified"
"68245","58_40_f1600","verb","clause","ing","adjunct","_","bare","_",0.13,1636,"MargaretHamilton","female","Unlocalised","unlocalised","London","unspecified"
"68269","58_40_f1600","noun","none","ing","obj","_","det","_",0.2,1636,"MargaretHamilton","female","Unlocalised","unlocalised","London","unspecified"
"68334","6_6_f1540","noun","no","ing","Pcomp","_","pos","_",0.3,1548,"MarionHaliburton,LadyHome","female","South-East","Borders","Edinburgh","unspecified"
"68337","6_6_f1540","noun","none","ing","obj","_","bare","_",0.4,1548,"MarionHaliburton,LadyHome","female","South-East","Borders","Edinburgh","unspecified"
"68341","6_6_f1540","noun","none","ing","Pcomp","_","det","_",0.5,1548,"MarionHaliburton,LadyHome","female","South-East","Borders","Edinburgh","unspecified"
"68451","60_42_f1600","noun","none","ing","obj","_","pos","_",0.8,1614,"MargaretHay,CountessofDunfermline","female","Central","Perthshire","Dalgety","unspecified"
"68475","60_42_f1600","verb","N","ing","adjunct","_","bare","_",0.14,1614,"MargaretHay,CountessofDunfermline","female","Central","Perthshire","Dalgety","unspecified"
"68507","61_43_f1600","verb","N","ing","adjunct","_","bare","_",0.8,1612,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","Linlithgow","unspecified"
"68549","62_44_f1600","verb","PP","ing","conj","modal","bare","adv",0.3,1615,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","unspecified","unspecified"
"68572","62_44_f1600","verb","clause","ing","root","_","bare","_",0.5,1615,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","unspecified","unspecified"
"68586","62_44_f1600","verb","N","ing","adjunct","_","bare","_",0.7,1615,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","unspecified","unspecified"
"68614","63_45_f1600","verb","N","ing","root","_","bare","_",0.5,1616,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","Callander","unspecified"
"68615","63_45_f1600","verb","N","ing","adjunct","_","bare","_",0.5,1616,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","Callander","unspecified"
"68637","637_1_m1600","noun","PP","ing","sbj","_","det","_",0.2,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68680","637_1_m1600","verb","no","ing","adjunct","modal","bare","_",0.5,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68691","637_1_m1600","verb","PP","ing","adjunct","_","bare","_",0.6,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68695","637_1_m1600","verb","N","ing","adjunct","_","bare","_",0.6,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68724","637_1_m1600","verb","N","ing","adjunct","_","bare","_",0.8,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68754","637_1_m1600","verb","clause","ing","adjunct","_","bare","_",0.11,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68762","637_1_m1600","verb","N","ing","root","_","bare","_",0.12,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68766","637_1_m1600","verb","clause","ing","root","_","bare","_",0.13,1600,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"68786","638_2_m1600","verb","clause","ing","adjunct","_","bare","_",0.3,1601,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","DouglasCastle","unspecified"
"68793","638_2_m1600","verb","no","ing","adjunct","_","bare","_",0.4,1601,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","DouglasCastle","unspecified"
"68811","638_2_m1600","noun","none","ing","Pcomp","_","bare","_",0.5,1601,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","DouglasCastle","unspecified"
"68839","639_3_m1600","verb","N","ing","adjunct","_","bare","_",0.3,1604,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"68843","639_3_m1600","verb","PP","ing","adjunct","_","bare","_",0.3,1604,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"68862","639_3_m1600","verb","N","ing","adjunct","_","bare","_",0.4,1604,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"68897","64_46_f1600","verb","N","ing","root","_","bare","_",0.4,1619,"EleanorHay,CountessofLinlithgow","female","Central","Perthshire","Callander","unspecified"
"68950","640_4_m1600","noun","no","ing","Pcomp","_","pos","_",0.3,1606,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"68973","641_5_m1600","noun","PPof","ing","Pcomp","_","det","_",0.3,1606,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"68999","641_5_m1600","verb","PP","ing","adjunct","_","bare","_",0.3,1606,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69002","641_5_m1600","noun","PPof","ing","conj","_","bare","_",0.3,1606,"WilliamDouglas,10thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69047","642_6_m1600","verb","PP","ing","adjunct","_","bare","_",0.3,1632,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","Erroll","unspecified"
"69074","643_7_m1600","verb","none","ing","adjunct","_","bare","_",0.2,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69080","643_7_m1600","noun","PPof","ing","Pcomp","_","bare","_",0.2,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69082","643_7_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69103","643_7_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69117","643_7_m1600","verb","PP","ing","adjunct","_","bare","_",0.3,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69122","643_7_m1600","verb","no","ing","other","_","bare","_",0.3,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69134","643_7_m1600","verb","no","ing","adjunct","_","bare","_",0.4,1633,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"69143","644_8_m1600","verb","N","ing","adjunct","modal","bare","_",0.2,1634,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","Erroll","unspecified"
"69157","644_8_m1600","verb","no","ing","other","_","bare","_",0.2,1634,"WilliamHay,10thEarlofErroll","male","Central","Perthshire","Erroll","unspecified"
"69216","645_9_m1600","noun","none","ing","obj","_","indef","_",0.5,1644,"AlexanderForbes,10thLordForbes","male","North-East","Aberdeenshire","Polflug","unspecified"
"69218","645_9_m1600","noun","none","ing","obj","_","bare","_",0.6,1644,"AlexanderForbes,10thLordForbes","male","North-East","Aberdeenshire","Polflug","unspecified"
"69227","645_9_m1600","verb","N","ing","adjunct","_","bare","_",0.8,1644,"AlexanderForbes,10thLordForbes","male","North-East","Aberdeenshire","Polflug","unspecified"
"69242","646_10_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1600,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Edinburgh","unspecified"
"69260","646_10_m1600","noun","PPof","ing","obj","_","det","_",0.2,1600,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Edinburgh","unspecified"
"69445","646_10_m1600","noun","none","ing","Pcomp","_","pos","_",0.41,1600,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Edinburgh","unspecified"
"69454","646_10_m1600","verb","N","ing","adjunct","_","bare","adv",0.43,1600,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Edinburgh","unspecified"
"69483","647_11_m1600","verb","N","ing","adjunct","_","bare","_",0.4,1626,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Cambridge","unspecified"
"69522","648_12_m1600","noun","none","ing","Pcomp","_","pos","adv",0.3,1632,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Paris","unspecified"
"69530","648_12_m1600","verb","N","ing","adjunct","_","bare","_",0.5,1632,"JamesDouglas,later10thEarlofMorton","male","South-East","Lothian","Paris","unspecified"
"69554","649_13_m1600","noun","none","ing","Pcomp","_","pos","_",0.2,1612,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","unspecified","unspecified"
"69625","650_14_m1600","verb","PP","ing","Pcomp","_","bare","_",0.2,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69630","650_14_m1600","noun","none","ing","conj","_","bare","_",0.2,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69632","650_14_m1600","verb","N","and","Pcomp","_","bare","neg",0.2,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69640","650_14_m1600","verb","PP","ing","adjunct","_","bare","_",0.4,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69647","650_14_m1600","noun","PPof","ing","Pcomp","_","det","_",0.4,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69652","650_14_m1600","verb","clause","ing","adjunct","_","bare","_",0.4,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69669","650_14_m1600","verb","N","ing","conj","_","bare","_",0.6,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69676","650_14_m1600","verb","PP","ing","adjunct","_","bare","adv",0.7,1622,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Douglas","unspecified"
"69690","651_15_m1600","verb","clause","ing","adjunct","_","bare","_",0.2,1630,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69693","651_15_m1600","verb","PP","ing","conj","modal","bare","_",0.3,1630,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69695","651_15_m1600","verb","N","ing","conj","_","bare","adv",0.3,1630,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69698","651_15_m1600","verb","N","ing","adjunct","_","bare","_",0.3,1630,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69705","651_15_m1600","verb","N","ing","adjunct","_","bare","neg",0.3,1630,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69721","651_15_m1600","verb","N","ing","Pcomp","_","bare","_",0.5,1630,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69743","652_16_m1600","noun","none","ing","Pcomp","_","bare","_",0.3,1642,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69749","652_16_m1600","verb","PP","ing","Pcomp","_","bare","_",0.3,1642,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69798","652_16_m1600","noun","none","ing","obj","_","indef","_",0.9,1642,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69823","652_16_m1600","noun","PP","ing","obj","_","indef","_",0.13,1642,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69829","652_16_m1600","verb","N","and","adjunct","_","bare","_",0.14,1642,"WilliamDouglas,11thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"69913","653_17_m1600","verb","N","ing","adjunct","modal","bare","_",0.5,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70008","653_17_m1600","verb","N","ing","adjunct","_","bare","_",0.21,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70034","653_17_m1600","verb","clause","ing","adjunct","_","bare","_",0.28,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70098","653_17_m1600","verb","N","ing","adjunct","_","bare","_",0.4,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70118","653_17_m1600","verb","clause","ing","adjunct","_","bare","neg",0.44,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70148","653_17_m1600","verb","clause","ing","adjunct","_","bare","_",0.49,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70158","653_17_m1600","verb","N","ing","adjunct","_","bare","_",0.5,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70239","653_17_m1600","noun","PP","ing","Pcomp","_","pos","_",0.59,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70267","653_17_m1600","verb","clause","ing","adjunct","_","bare","_",0.62,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70294","653_17_m1600","noun","PP","ing","Pcomp","_","pos","_",0.66,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70304","653_17_m1600","verb","N","ing","adjunct","_","bare","adv",0.68,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70346","653_17_m1600","verb","PP","ing","adjunct","modal","bare","adv",0.77,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70368","653_17_m1600","verb","clause","ing","adjunct","_","bare","_",0.8,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70380","653_17_m1600","verb","clause","ing","adjunct","_","bare","_",0.82,1615,"JohnGordon,12thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70432","654_18_m1600","verb","N","ing","adjunct","_","indef","_",0.4,1632,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Drummond","unspecified"
"70453","654_18_m1600","verb","clause","ing","adjunct","_","bare","_",0.5,1632,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Drummond","unspecified"
"70507","654_18_m1600","verb","N","ing","adjunct","_","bare","adv",0.12,1632,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Drummond","unspecified"
"70558","655_19_m1600","noun","PPof","ing","Pcomp","_","det","_",0.2,1635,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70626","655_19_m1600","noun","none","ing","conj","_","pos","_",0.14,1635,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70667","656_20_m1600","verb","clause","ing","adjunct","_","bare","_",0.4,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70671","656_20_m1600","noun","none","ing","Pcomp","_","pos","adv",0.4,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70710","656_20_m1600","noun","PPof","ing","Pcomp","_","bare","_",0.1,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70718","656_20_m1600","verb","clause","ing","adjunct","_","bare","_",0.1,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70731","656_20_m1600","noun","PPof","ing","Pcomp","_","pos","_",0.12,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70737","656_20_m1600","verb","clause","ing","adjunct","_","bare","_",0.13,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70746","656_20_m1600","verb","clause","ing","adjunct","_","bare","_",0.13,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70768","656_20_m1600","noun","none","ing","Pcomp","_","bare","_",0.18,1636,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"70787","657_21_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1605,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"70818","657_21_m1600","verb","N","ing","adjunct","_","bare","adv",0.9,1605,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"70861","658_22_m1600","verb","N","ing","adjunct","_","bare","adv",0.2,1606,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"70865","658_22_m1600","verb","N","ing","Pcomp","_","bare","_",0.2,1606,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"70882","659_23_m1600","noun","none","ing","Pcomp","_","pos","_",0.2,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"70951","659_23_m1600","noun","no","ing","Pcomp","_","indef","_",0.1,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71019","659_23_m1600","verb","clause","ing","adjunct","_","bare","_",0.22,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71033","659_23_m1600","verb","PP","ing","adjunct","_","bare","_",0.24,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71040","659_23_m1600","verb","none","ing","adjunct","_","bare","neg",0.25,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71042","659_23_m1600","verb","N","ing","conj","_","bare","_",0.25,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71044","659_23_m1600","verb","no","ing","adjunct","_","det","adv",0.25,1608,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71065","66_48_f1600","verb","N","ing","adjunct","_","bare","_",0.4,1600,"MargaretHay","female","Central","Perthshire","Perth","unspecified"
"71117","660_24_m1600","verb","clause","ing","adjunct","modal","bare","_",0.2,1623,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71197","661_25_m1600","noun","PPof","ing","obj","_","det","_",0.3,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71200","661_25_m1600","noun","PP","ing","Pcomp","_","pos","_",0.3,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71246","661_25_m1600","verb","N","ing","adjunct","_","bare","_",0.8,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71268","662_26_m1600","noun","none","ing","obj","_","indef","_",0.3,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71294","662_26_m1600","verb","clause","ing","adjunct","_","bare","_",0.7,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71341","662_26_m1600","verb","none","ing","adjunct","_","bare","_",0.11,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71350","662_26_m1600","verb","N","ing","adjunct","_","bare","_",0.12,1625,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"71371","663_27_m1600","verb","N","ing","adjunct","_","det","_",0.2,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71412","663_27_m1600","verb","PP","ing","adjunct","_","bare","_",0.7,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71452","663_27_m1600","verb","N","ing","adjunct","_","bare","_",0.17,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71465","664_28_m1600","verb","N","ing","adjunct","_","bare","_",0.2,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"71485","664_28_m1600","verb","N","ing","adjunct","_","bare","_",0.6,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"71496","665_29_m1600","verb","clause","ing","adjunct","_","bare","_",0.2,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"71524","665_29_m1600","verb","N","ing","adjunct","_","bare","_",0.9,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"71573","666_30_m1600","verb","N","ing","adjunct","_","bare","_",0.6,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"71575","666_30_m1600","noun","none","ing","obj","_","det","_",0.6,1627,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Alloway","unspecified"
"71591","667_31_m1600","verb","PP","ing","Pcomp","_","bare","_",0.4,1628,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71705","668_32_m1600","noun","none","ing","sbj","_","bare","_",0.12,1630,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71710","668_32_m1600","noun","none","ing","obj","_","pos","_",0.12,1630,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"71765","669_33_m1600","verb","PP","ing","adjunct","_","bare","_",0.2,1631,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Leslie","unspecified"
"71808","669_33_m1600","verb","clause","ing","adjunct","_","bare","_",0.1,1631,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Leslie","unspecified"
"71815","669_33_m1600","noun","none","ing","obj","_","det","_",0.11,1631,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Leslie","unspecified"
"71856","67_49_f1600","noun","PP","ing","Pcomp","_","pos","_",0.3,1600,"MargaretHay","female","Central","Perthshire","unspecified","unspecified"
"71884","67_49_f1600","verb","N","ing","Pcomp","_","bare","_",0.5,1600,"MargaretHay","female","Central","Perthshire","unspecified","unspecified"
"71921","670_34_m1600","verb","clause","ing","adjunct","_","bare","_",0.8,1631,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
