"","filename","type","mood","do","sbj_type","adj","infl","k-class","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"14142","1465_99_m1700","aff","decl","be","plNP","no-adj","no-infl","other",0.39,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14151","1465_99_m1700","aff","decl","no","1sg","adj","no-infl","other",0.43,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14152","1465_99_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.44,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14154","1465_99_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.44,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14155","1465_99_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.45,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14156","1465_99_m1700","aff","decl","be","1sg","adj","no-infl","other",0.45,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14159","1465_99_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.47,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14160","1465_99_m1700","aff","decl","no","1sg","adj","no-infl","other",0.48,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14161","1465_99_m1700","aff","decl","no","1sg","adj","no-infl","other",0.48,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14163","1465_99_m1700","aff","decl","be","3sg","adj","infl","other",0.48,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14167","1465_99_m1700","aff","decl","no","1sg","adj","no-infl","other",0.5,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14169","1465_99_m1700","aff","decl","no","NP","adj","infl","other",0.51,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14172","1465_99_m1700","aff","decl","no","1sg","adj","no-infl","other",0.52,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14178","1465_99_m1700","aff","decl","no","conNSR","no-adj","no-infl","other",0.55,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14180","1465_99_m1700","aff","decl","no","NP","adj","infl","other",0.56,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14181","1465_99_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.57,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14183","1465_99_m1700","aff","decl","no","NP","adj","infl","other",0.57,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14188","1465_99_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.59,"1746","JamesMaule","male","North-East","Angus","Stockholm","unspecified"
"14191","1466_100_m1700","aff","decl","yes","conNSR","no-adj","no-infl","other",0.4,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14194","1466_100_m1700","aff","decl","be","NP","adj","infl","other",0.5,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14196","1466_100_m1700","aff","decl","yes","NP","weak-adj","infl","other",0.5,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14197","1466_100_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.6,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14198","1466_100_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.6,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14202","1466_100_m1700","aff","decl","be","NP","no-adj","no-infl","other",0.6,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14203","1466_100_m1700","aff","decl","hv","plNP","weak-adj","no-infl","other",0.7,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14211","1466_100_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.8,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14220","1466_100_m1700","aff","decl","no","1sg","adj","no-infl","other",0.1,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14227","1466_100_m1700","aff","decl","hv","2p","adj","no-infl","other",0.12,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14243","1466_100_m1700","aff","decl","no","1sg","adj","no-infl","other",0.14,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14244","1466_100_m1700","aff","decl","hv","2p","adj","no-infl","other",0.14,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14245","1466_100_m1700","aff","decl","hv","pl","adj","no-infl","other",0.14,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14246","1466_100_m1700","aff","decl","be","NP","adj","infl","other",0.14,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14249","1466_100_m1700","aff","decl","be","1sg","adj","no-infl","other",0.14,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14252","1466_100_m1700","aff","decl","hv","2p","adj","no-infl","other",0.15,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14253","1466_100_m1700","aff","decl","no","conNSR","no-adj","infl","k-class",0.15,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14255","1466_100_m1700","aff","decl","no","2p","adj","no-infl","other",0.15,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14257","1466_100_m1700","aff","decl","no","conNSR","no-adj","no-infl","other",0.15,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14262","1466_100_m1700","aff","decl","no","NP","adj","infl","other",0.17,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14265","1466_100_m1700","aff","decl","yes","conNSR","no-adj","no-infl","k-class",0.19,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14267","1466_100_m1700","aff","decl","no","2p","adj","no-infl","other",0.19,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14270","1466_100_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14272","1466_100_m1700","aff","decl","no","pl","adj","no-infl","other",0.2,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14273","1466_100_m1700","aff","decl","no","conNSR","no-adj","no-infl","other",0.2,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14275","1466_100_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.21,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14279","1466_100_m1700","aff","decl","no","conNSR","no-adj","infl","other",0.23,"1711","PatrickMcDowallofFreugh","male","South-West","South-West","Balgreggan","unspecified"
"14282","1467_101_m1700","aff","decl","be","3sg","adj","infl","other",0.3,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14285","1467_101_m1700","aff","decl","no","2p","adj","no-infl","k-class",0.3,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14289","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.4,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14291","1467_101_m1700","aff","decl","be","1sg","adj","no-infl","other",0.4,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14295","1467_101_m1700","aff","decl","no","2p","adj","infl","other",0.5,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14296","1467_101_m1700","aff","decl","no","2p","adj","no-infl","other",0.5,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14299","1467_101_m1700","aff","decl","be","1sg","adj","no-infl","other",0.6,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14303","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.8,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14306","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.9,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14308","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.1,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14313","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.13,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14314","1467_101_m1700","aff","decl","yes","1sg","adj","no-infl","other",0.14,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14316","1467_101_m1700","aff","decl","no","2p","adj","no-infl","other",0.14,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14317","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.14,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14319","1467_101_m1700","aff","decl","no","NP","no-adj","infl","other",0.14,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14320","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.15,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14322","1467_101_m1700","aff","decl","no","1sg","adj","no-infl","other",0.16,"1728","HughMonro","male","North","Sutherland","Thurso","unspecified"
"14324","1468_102_m1700","aff","decl","no","1sg","adj","no-infl","other",0.3,"1702","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14326","1468_102_m1700","aff","decl","hv","3sg","adj","infl","other",0.4,"1702","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14327","1468_102_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.5,"1702","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14331","1468_102_m1700","aff","decl","hv","2p","adj","no-infl","other",0.6,"1702","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14335","1468_102_m1700","aff","decl","hv","2p","adj","no-infl","other",0.7,"1702","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14340","1468_102_m1700","aff","decl","no","pl","adj","no-infl","other",0.7,"1702","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14346","1469_103_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.4,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14348","1469_103_m1700","aff","decl","be","NP","no-adj","infl","other",0.5,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14351","1469_103_m1700","neg","decl","yes","1sg","adj","no-infl","other",0.5,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14352","1469_103_m1700","aff","decl","be","2p","adj","no-infl","other",0.6,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14354","1469_103_m1700","aff","decl","no","2p","adj","no-infl","other",0.6,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14355","1469_103_m1700","aff","decl","be","1sg","adj","no-infl","other",0.7,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14356","1469_103_m1700","aff","decl","no","2p","adj","no-infl","other",0.7,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14357","1469_103_m1700","aff","decl","be","NP","no-adj","infl","other",0.8,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14358","1469_103_m1700","aff","decl","be","1sg","adj","no-infl","other",0.8,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14359","1469_103_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.9,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14360","1469_103_m1700","aff","decl","be","NP","no-adj","infl","other",0.9,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14362","1469_103_m1700","aff","decl","be","NP","adj","infl","other",0.1,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14363","1469_103_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.1,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14364","1469_103_m1700","aff","decl","be","3sg","adj","infl","other",0.1,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14366","1469_103_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.11,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14374","1469_103_m1700","aff","decl","be","2p","adj","no-infl","other",0.13,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14375","1469_103_m1700","aff","decl","be","1sg","adj","no-infl","other",0.14,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14388","1469_103_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.17,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14396","1469_103_m1700","aff","decl","be","1sg","adj","no-infl","other",0.19,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14399","1469_103_m1700","aff","decl","no","NP","no-adj","infl","other",0.21,"1705","JohnMurrayofBroughton","male","South-East","Borders","Callie","unspecified"
"14400","147_8_f1650","aff","decl","no","1sg","adj","no-infl","other",0.2,"1655","AnneCampbell","female","South-West","Argyllshire","unspecified","unspecified"
"14404","147_8_f1650","aff","decl","no","1sg","adj","no-infl","k-class",0.4,"1655","AnneCampbell","female","South-West","Argyllshire","unspecified","unspecified"
"14405","147_8_f1650","aff","decl","hv","2p","adj","no-infl","other",0.4,"1655","AnneCampbell","female","South-West","Argyllshire","unspecified","unspecified"
"14411","147_8_f1650","aff","decl","hv","2p","adj","no-infl","other",0.5,"1655","AnneCampbell","female","South-West","Argyllshire","unspecified","unspecified"
"14417","147_8_f1650","aff","decl","be","3sg","adj","infl","other",0.7,"1655","AnneCampbell","female","South-West","Argyllshire","unspecified","unspecified"
"14419","1470_104_m1700","aff","decl","be","1sg","adj","no-infl","other",0.4,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14424","1470_104_m1700","aff","decl","no","1sg","weak-adj","no-infl","other",0.4,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14434","1470_104_m1700","neg","decl","yes","1sg","adj","no-infl","k-class",0.6,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14435","1470_104_m1700","aff","decl","be","2p","adj","no-infl","other",0.6,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14437","1470_104_m1700","aff","decl","be","3sg","adj","infl","other",0.7,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14441","1470_104_m1700","aff","decl","no","NP","adj","infl","other",0.7,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14443","1470_104_m1700","aff","decl","no","1sg","adj","no-infl","other",0.8,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14444","1470_104_m1700","aff","decl","be","1sg","adj","no-infl","other",0.9,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14447","1470_104_m1700","aff","decl","no","1sg","adj","no-infl","other",0.9,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14450","1470_104_m1700","aff","decl","hv","2p","adj","no-infl","other",0.1,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14451","1470_104_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.11,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14452","1470_104_m1700","aff","decl","hv","conNSR","no-adj","no-infl","other",0.12,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14455","1470_104_m1700","aff","decl","no","1sg","adj","no-infl","other",0.13,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14457","1470_104_m1700","aff","decl","hv","NP","adj","infl","other",0.14,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14462","1470_104_m1700","aff","decl","no","1sg","adj","no-infl","other",0.18,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14463","1470_104_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.19,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14465","1470_104_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.19,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14467","1470_104_m1700","aff","decl","be","1sg","adj","no-infl","other",0.19,"1703","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Rotterdam","unspecified"
"14468","1471_105_m1700","aff","decl","be","1sg","adj","no-infl","other",0.2,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14469","1471_105_m1700","aff","decl","no","NP","adj","infl","k-class",0.3,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14470","1471_105_m1700","aff","decl","no","pl","adj","no-infl","other",0.3,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14471","1471_105_m1700","aff","decl","be","1sg","adj","no-infl","other",0.4,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14475","1471_105_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.4,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14477","1471_105_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.5,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14479","1471_105_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.6,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14486","1471_105_m1700","aff","decl","be","plNP","adj","no-infl","other",0.7,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14489","1471_105_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.9,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14491","1471_105_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.9,"1708","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Edinburgh","unspecified"
"14494","1472_106_m1700","aff","decl","be","NP","adj","infl","other",0.2,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14495","1472_106_m1700","aff","decl","no","NP","no-adj","infl","other",0.3,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14501","1472_106_m1700","aff","decl","be","2p","adj","no-infl","other",0.4,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14504","1472_106_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.5,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14513","1472_106_m1700","aff","decl","no","plNP","adj","no-infl","other",0.7,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14515","1472_106_m1700","aff","decl","be","1sg","null-adj","no-infl","other",0.8,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14517","1472_106_m1700","aff","decl","no","conNSR","no-adj","infl","other",0.9,"1725","AlexanderRobertson,17thofStrowan,Brigadier","male","Central","Perthshire","Orleans","unspecified"
"14520","1473_107_m1700","aff","decl","no","1sg","no-adj","no-infl","other",0.2,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14522","1473_107_m1700","neg","decl","hv","1sg","adj","no-infl","other",0.2,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14525","1473_107_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.2,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14527","1473_107_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.3,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14534","1473_107_m1700","aff","decl","be","1sg","adj","no-infl","other",0.4,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14536","1473_107_m1700","neg","decl","hv","conNSR","no-adj","no-infl","other",0.5,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14537","1473_107_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.6,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14545","1473_107_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.9,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14549","1473_107_m1700","aff","decl","be","1sg","adj","no-infl","other",0.1,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14551","1473_107_m1700","aff","decl","be","conNSR","no-adj","no-infl","other",0.11,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14558","1473_107_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.14,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14575","1473_107_m1700","aff","decl","no","NP","adj","infl","other",0.15,"1700","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14580","1474_108_m1700","aff","decl","no","conNSR","no-adj","no-infl","other",0.4,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14581","1474_108_m1700","aff","decl","no","NP","no-adj","infl","other",0.5,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14584","1474_108_m1700","neg","decl","no","1sg","adj","no-infl","k-class",0.6,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14591","1474_108_m1700","neg","decl","yes","3sg","adj","infl","other",0.6,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14597","1474_108_m1700","aff","decl","be","1sg","adj","no-infl","other",0.7,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14605","1474_108_m1700","aff","decl","no","plNP","no-adj","infl","other",0.1,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14610","1474_108_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.1,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14618","1474_108_m1700","neg","decl","hv","_","no-adj","no-infl","other",0.11,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14619","1474_108_m1700","aff","decl","no","1sg","adj","no-infl","other",0.11,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14621","1474_108_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.13,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14623","1474_108_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.14,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14626","1474_108_m1700","aff","decl","no","pl","weak-adj","no-infl","other",0.14,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14628","1474_108_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.15,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14638","1474_108_m1700","aff","decl","no","NP","adj","infl","other",0.19,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14639","1474_108_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14640","1474_108_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.2,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14641","1474_108_m1700","aff","decl","be","3sg","adj","infl","other",0.2,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14645","1474_108_m1700","aff","decl","be","plNP","adj","no-infl","other",0.2,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14650","1474_108_m1700","neg","decl","no","1sg","adj","no-infl","k-class",0.22,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14651","1474_108_m1700","aff","decl","be","1sg","adj","no-infl","other",0.23,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14654","1474_108_m1700","neg","decl","no","1sg","adj","no-infl","k-class",0.23,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14655","1474_108_m1700","aff","decl","no","NP","weak-adj","infl","other",0.23,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14656","1474_108_m1700","aff","decl","no","1sg","adj","no-infl","other",0.24,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14657","1474_108_m1700","aff","decl","no","1sg","adj","no-infl","other",0.24,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14659","1474_108_m1700","aff","decl","be","conNSR","no-adj","no-infl","other",0.25,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14660","1475_109_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14663","1475_109_m1700","neg","decl","hv","conNSR","no-adj","no-infl","other",0.3,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14665","1475_109_m1700","aff","decl","hv","3sg","adj","infl","other",0.3,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14669","1475_109_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.5,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14670","1475_109_m1700","aff","decl","no","1sg","adj","no-infl","other",0.5,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14671","1475_109_m1700","aff","decl","be","NP","no-adj","infl","other",0.5,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14683","1475_109_m1700","neg","decl","yes","1sg","adj","no-infl","k-class",0.7,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
